pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
29,14,154,1,19,
29,14,242,1,37,
29,14,260,1,33,
29,14,270,1,25,
29,14,305,1,45,
29,14,390,1,31,
29,14,445,1,43,
30,14,24,1,9,
30,14,39,1,7,
30,14,40,1,13,
30,14,44,1,23,
30,14,45,1,1,1
30,14,154,1,20,
30,14,242,1,43,
30,14,260,1,38,
30,14,270,1,28,
30,14,305,1,58,
30,14,390,1,35,
30,14,445,1,50,
31,14,24,1,1,3
31,14,34,1,35,
31,14,39,1,1,2
31,14,40,1,1,4
31,14,276,1,58,
31,14,414,1,43,
31,14,498,1,23,
32,14,24,1,9,
32,14,30,1,21,
32,14,31,1,19,
32,14,32,1,45,
32,14,40,1,13,
32,14,43,1,1,1
32,14,64,1,1,2
32,14,116,1,7,
32,14,260,1,33,
32,14,270,1,25,
32,14,390,1,31,
32,14,398,1,37,
32,14,445,1,43,
33,14,24,1,9,
33,14,30,1,23,
33,14,31,1,20,
33,14,32,1,58,
33,14,40,1,13,
33,14,43,1,1,1
33,14,64,1,1,2
33,14,116,1,7,
33,14,260,1,38,
33,14,270,1,28,
33,14,390,1,35,
33,14,398,1,43,
33,14,445,1,50,
34,14,24,1,1,3
34,14,37,1,35,
34,14,40,1,1,4
34,14,64,1,1,1
34,14,116,1,1,2
34,14,224,1,58,
34,14,414,1,43,
34,14,498,1,23,
35,14,1,1,1,1
35,14,3,1,10,
35,14,34,1,40,
35,14,45,1,1,2
35,14,47,1,7,
35,14,107,1,25,
35,14,111,1,13,
35,14,113,1,46,
35,14,118,1,31,
35,14,227,1,4,
35,14,236,1,43,
35,14,266,1,16,
35,14,309,1,52,
35,14,322,1,34,
35,14,356,1,49,
35,14,358,1,22,
35,14,361,1,55,
35,14,381,1,37,
35,14,495,1,58,
35,14,500,1,28,
35,14,516,1,19,
36,14,3,1,1,2
36,14,47,1,1,1
36,14,107,1,1,3
36,14,118,1,1,4
37,14,39,1,4,
37,14,46,1,7,
37,14,52,1,1,
37,14,53,1,34,
37,14,83,1,12,
37,14,98,1,10,
37,14,109,1,15,
37,14,126,1,42,
37,14,185,1,20,
37,14,219,1,36,
37,14,261,1,26,
37,14,286,1,18,
37,14,288,1,44,
37,14,326,1,39,
37,14,371,1,31,
37,14,445,1,47,
37,14,481,1,23,
37,14,506,1,28,
37,14,517,1,50,
38,14,52,1,1,2
38,14,98,1,1,3
38,14,109,1,1,4
38,14,219,1,1,5
38,14,417,1,1,1
39,14,1,1,9,
39,14,3,1,25,
39,14,34,1,33,
39,14,38,1,53,
39,14,47,1,1,
39,14,50,1,13,
39,14,102,1,45,
39,14,111,1,5,
39,14,156,1,29,
39,14,205,1,21,
39,14,304,1,49,
39,14,358,1,41,
39,14,360,1,37,
39,14,496,1,17,
40,14,3,1,1,4
40,14,47,1,1,1
40,14,50,1,1,2
40,14,111,1,1,3
41,14,17,1,15,
41,14,44,1,12,
41,14,48,1,4,
41,14,109,1,19,
41,14,114,1,41,
41,14,129,1,23,
41,14,141,1,1,
41,14,212,1,34,
41,14,305,1,37,
41,14,310,1,8,
41,14,314,1,26,
41,14,403,1,45,
41,14,512,1,30,
42,14,17,1,15,
42,14,44,1,12,
42,14,48,1,1,3
42,14,48,1,4,
42,14,103,1,1,1
42,14,109,1,19,
42,14,114,1,47,
42,14,129,1,24,
42,14,141,1,1,2
42,14,212,1,38,
42,14,305,1,42,
42,14,310,1,1,4
42,14,310,1,8,
42,14,314,1,28,
42,14,403,1,52,
42,14,512,1,33,
43,14,51,1,9,
43,14,71,1,1,
43,14,72,1,21,
43,14,77,1,13,
43,14,78,1,15,
43,14,79,1,17,
43,14,80,1,41,
43,14,202,1,37,
43,14,230,1,5,
43,14,236,1,33,
43,14,363,1,29,
43,14,381,1,25,
44,14,51,1,1,3
44,14,51,1,9,
44,14,71,1,1,1
44,14,72,1,23,
44,14,77,1,13,
44,14,78,1,15,
44,14,79,1,17,
44,14,80,1,53,
44,14,202,1,47,
44,14,230,1,1,2
44,14,230,1,5,
44,14,236,1,41,
44,14,363,1,35,
44,14,381,1,29,
45,14,72,1,1,1
45,14,76,1,65,
45,14,77,1,1,4
45,14,78,1,1,3
45,14,80,1,53,
45,14,312,1,1,2
46,14,74,1,33,
46,14,77,1,6,2
46,14,78,1,6,1
46,14,141,1,11,
46,14,147,1,22,
46,14,163,1,27,
46,14,202,1,38,
46,14,210,1,17,
46,14,312,1,43,
46,14,404,1,54,
46,14,476,1,49,
47,14,74,1,37,
47,14,77,1,1,4
47,14,77,1,6,2
47,14,78,1,1,3
47,14,78,1,6,1
47,14,141,1,1,5
47,14,141,1,11,
47,14,147,1,22,
47,14,163,1,29,
47,14,202,1,44,
47,14,210,1,17,
47,14,312,1,51,
47,14,404,1,66,
47,14,440,1,1,1
47,14,476,1,59,
48,14,33,1,1,1
48,14,48,1,5,
48,14,50,1,1,2
48,14,60,1,25,
48,14,77,1,13,
48,14,78,1,23,
48,14,79,1,29,
48,14,93,1,11,
48,14,94,1,47,
48,14,141,1,17,
48,14,193,1,1,3
48,14,305,1,41,
48,14,324,1,35,
48,14,428,1,37,
49,14,16,1,31,
49,14,33,1,1,2
49,14,48,1,1,5
49,14,48,1,5,
49,14,50,1,1,3
49,14,60,1,25,
49,14,77,1,13,
49,14,78,1,23,
49,14,79,1,29,
49,14,93,1,11,
49,14,94,1,55,
49,14,141,1,17,
49,14,193,1,1,4
49,14,305,1,47,
49,14,318,1,1,1
49,14,324,1,37,
49,14,405,1,59,
49,14,428,1,41,
49,14,483,1,63,
50,14,28,1,1,2
50,14,45,1,4,
50,14,89,1,40,
50,14,90,1,45,
50,14,91,1,34,
50,14,163,1,37,
50,14,189,1,12,
50,14,222,1,15,
50,14,310,1,7,
50,14,389,1,23,
50,14,414,1,29,
50,14,426,1,26,
50,14,523,1,18,
51,14,28,1,1,4
51,14,45,1,1,5
51,14,45,1,4,
51,14,89,1,50,
51,14,90,1,57,
51,14,91,1,40,
51,14,161,1,1,2
51,14,163,1,45,
51,14,189,1,12,
51,14,222,1,15,
51,14,310,1,7,
51,14,328,1,26,
51,14,389,1,23,
51,14,400,1,1,1
51,14,414,1,33,
51,14,426,1,28,
51,14,523,1,18,
52,14,6,1,30,
52,14,44,1,6,
52,14,45,1,1,2
52,14,103,1,17,
52,14,154,1,14,
52,14,163,1,33,
52,14,185,1,22,
52,14,252,1,9,
52,14,269,1,25,
52,14,364,1,54,
52,14,372,1,41,
52,14,400,1,49,
52,14,417,1,38,
52,14,445,1,46,
53,14,44,1,1,4
53,14,44,1,6,
53,14,45,1,1,3
53,14,103,1,17,
53,14,129,1,28,
53,14,154,1,14,
53,14,163,1,37,
53,14,185,1,22,
53,14,252,1,1,5
53,14,252,1,9,
53,14,269,1,25,
53,14,364,1,68,
53,14,372,1,49,
53,14,400,1,61,
53,14,408,1,32,
53,14,415,1,1,1
53,14,417,1,44,
53,14,445,1,56,
54,14,39,1,4,
54,14,50,1,11,
54,14,55,1,8,
54,14,56,1,46,
54,14,93,1,15,
54,14,103,1,25,
54,14,133,1,43,
54,14,154,1,22,
54,14,244,1,39,
54,14,346,1,1,1
54,14,352,1,18,
54,14,401,1,32,
54,14,428,1,29,
54,14,472,1,50,
54,14,487,1,36,
55,14,39,1,1,4
55,14,39,1,4,
55,14,50,1,11,
55,14,55,1,1,5
55,14,55,1,8,
55,14,56,1,54,
55,14,93,1,15,
55,14,103,1,25,
55,14,133,1,49,
55,14,154,1,22,
55,14,244,1,43,
55,14,346,1,1,2
55,14,352,1,18,
55,14,401,1,32,
55,14,428,1,29,
55,14,453,1,1,1
55,14,472,1,60,
55,14,487,1,38,
56,14,2,1,13,
56,14,37,1,41,
56,14,43,1,1,4
56,14,67,1,1,3
56,14,69,1,17,
56,14,103,1,21,
56,14,116,1,1,5
56,14,154,1,9,
56,14,207,1,33,
56,14,238,1,37,
56,14,343,1,1,1
56,14,370,1,49,
56,14,372,1,25,
56,14,386,1,45,
56,14,515,1,53,
57,14,2,1,13,
57,14,37,1,47,
57,14,43,1,1,4
57,14,67,1,1,3
57,14,69,1,17,
57,14,99,1,28,
57,14,103,1,21,
57,14,116,1,1,5
57,14,154,1,9,
57,14,207,1,35,
57,14,238,1,41,
57,14,370,1,59,
57,14,372,1,25,
57,14,374,1,1,1
57,14,386,1,53,
57,14,515,1,63,
58,14,36,1,23,
58,14,43,1,8,
58,14,44,1,1,1
58,14,46,1,1,2
58,14,52,1,6,
58,14,53,1,34,
58,14,97,1,30,
58,14,172,1,17,
58,14,179,1,19,
58,14,200,1,43,
58,14,242,1,39,
58,14,257,1,41,
58,14,270,1,12,
58,14,316,1,10,
58,14,394,1,45,
58,14,424,1,21,
58,14,481,1,28,
58,14,514,1,32,
59,14,44,1,1,2
59,14,46,1,1,3
59,14,245,1,34,
59,14,316,1,1,4
59,14,422,1,1,1
59,14,424,1,1,5
60,14,3,1,15,
60,14,34,1,21,
60,14,55,1,11,
60,14,56,1,38,
60,14,61,1,25,
60,14,95,1,8,
60,14,145,1,5,
60,14,187,1,31,
60,14,240,1,18,
60,14,341,1,28,
60,14,346,1,1,
60,14,358,1,35,
60,14,426,1,41,
61,14,3,1,15,
61,14,34,1,21,
61,14,55,1,11,
61,14,56,1,48,
61,14,61,1,27,
61,14,95,1,1,3
61,14,95,1,8,
61,14,145,1,1,2
61,14,145,1,5,
61,14,187,1,37,
61,14,240,1,18,
61,14,341,1,32,
61,14,346,1,1,1
61,14,358,1,43,
61,14,426,1,53,
62,14,3,1,1,3
62,14,61,1,1,1
62,14,66,1,1,4
62,14,95,1,1,2
62,14,170,1,43,
62,14,223,1,32,
62,14,509,1,53,
63,14,100,1,1,
64,14,50,1,18,
64,14,60,1,28,
64,14,93,1,1,3
64,14,93,1,16,
64,14,94,1,46,
64,14,100,1,1,1
64,14,105,1,36,
64,14,115,1,30,
64,14,134,1,1,2
64,14,248,1,48,
64,14,271,1,52,
64,14,272,1,42,
64,14,357,1,22,
64,14,427,1,40,
64,14,477,1,34,
64,14,502,1,24,
65,14,50,1,18,
65,14,60,1,28,
65,14,93,1,1,3
65,14,93,1,16,
65,14,94,1,46,
65,14,100,1,1,1
65,14,105,1,36,
65,14,115,1,30,
65,14,134,1,1,2
65,14,248,1,48,
65,14,271,1,52,
65,14,347,1,42,
65,14,357,1,22,
65,14,427,1,40,
65,14,477,1,34,
65,14,502,1,24,
66,14,2,1,10,
66,14,43,1,1,2
66,14,66,1,34,
66,14,67,1,1,1
66,14,69,1,22,
66,14,116,1,7,
66,14,184,1,46,
66,14,193,1,19,
66,14,223,1,49,
66,14,233,1,31,
66,14,238,1,43,
66,14,279,1,25,
66,14,358,1,37,
66,14,490,1,13,
67,14,2,1,1,4
67,14,2,1,10,
67,14,43,1,1,2
67,14,66,1,36,
67,14,67,1,1,1
67,14,69,1,22,
67,14,116,1,1,3
67,14,116,1,7,
67,14,184,1,51,
67,14,193,1,19,
67,14,223,1,55,
67,14,233,1,32,
67,14,238,1,44,
67,14,279,1,25,
67,14,358,1,40,
67,14,490,1,13,
68,14,2,1,1,5
68,14,2,1,10,
68,14,43,1,1,3
68,14,66,1,36,
68,14,67,1,1,2
68,14,69,1,22,
68,14,116,1,1,4
68,14,116,1,7,
68,14,184,1,51,
68,14,193,1,19,
68,14,223,1,55,
68,14,233,1,32,
68,14,238,1,44,
68,14,279,1,25,
68,14,358,1,40,
68,14,469,1,1,1
68,14,490,1,13,
69,14,21,1,41,
69,14,22,1,1,
69,14,35,1,11,
69,14,51,1,23,
69,14,74,1,7,
69,14,75,1,39,
69,14,77,1,15,
69,14,78,1,17,
69,14,79,1,13,
69,14,230,1,29,
69,14,282,1,27,
69,14,378,1,47,
69,14,380,1,35,
70,14,21,1,41,
70,14,22,1,1,1
70,14,35,1,1,3
70,14,35,1,11,
70,14,51,1,23,
70,14,74,1,1,2
70,14,74,1,7,
70,14,75,1,39,
70,14,77,1,15,
70,14,78,1,17,
70,14,79,1,13,
70,14,230,1,29,
70,14,282,1,27,
70,14,378,1,47,
70,14,380,1,35,
71,14,22,1,1,4
71,14,75,1,1,7
71,14,79,1,1,5
71,14,230,1,1,6
71,14,254,1,1,1
71,14,255,1,1,3
71,14,256,1,1,2
71,14,348,1,47,2
71,14,437,1,47,1
71,14,536,1,27,
72,14,35,1,22,
72,14,40,1,1,
72,14,48,1,5,
72,14,51,1,12,
72,14,56,1,47,
72,14,61,1,19,
72,14,103,1,40,
72,14,112,1,29,
72,14,132,1,8,
72,14,352,1,33,
72,14,378,1,54,
72,14,390,1,15,
72,14,398,1,36,
72,14,482,1,50,
72,14,491,1,26,
72,14,506,1,43,
73,14,35,1,22,
73,14,40,1,1,1
73,14,48,1,1,2
73,14,48,1,5,
73,14,51,1,12,
73,14,56,1,52,
73,14,61,1,19,
73,14,103,1,43,
73,14,112,1,29,
73,14,132,1,1,3
73,14,132,1,8,
73,14,352,1,34,
73,14,378,1,61,
73,14,390,1,15,
73,14,398,1,38,
73,14,482,1,56,
73,14,491,1,26,
73,14,506,1,47,
74,14,33,1,1,1
74,14,38,1,46,
74,14,88,1,11,
74,14,89,1,39,
74,14,111,1,1,2
74,14,120,1,29,
74,14,153,1,43,
74,14,205,1,18,
74,14,222,1,15,
74,14,300,1,4,
74,14,350,1,22,
74,14,397,1,8,
74,14,444,1,50,
74,14,446,1,36,
74,14,479,1,25,
74,14,523,1,32,
75,14,33,1,1,1
75,14,38,1,58,
75,14,88,1,11,
75,14,89,1,47,
75,14,111,1,1,2
75,14,120,1,31,
75,14,153,1,53,
75,14,205,1,18,
75,14,222,1,15,
75,14,300,1,1,3
75,14,300,1,4,
75,14,350,1,22,
75,14,397,1,1,4
75,14,397,1,8,
75,14,444,1,64,
75,14,446,1,42,
75,14,479,1,27,
75,14,523,1,36,
76,14,33,1,1,1
76,14,38,1,58,
76,14,88,1,11,
76,14,89,1,47,
76,14,111,1,1,2
76,14,120,1,31,
76,14,153,1,53,
76,14,222,1,15,
76,14,300,1,1,3
76,14,300,1,4,
76,14,350,1,22,
76,14,397,1,1,4
76,14,397,1,8,
76,14,444,1,64,
76,14,446,1,42,
76,14,479,1,27,
76,14,484,1,69,
76,14,523,1,36,
76,14,537,1,18,
77,14,23,1,17,
77,14,33,1,1,2
77,14,36,1,29,
77,14,39,1,4,
77,14,45,1,1,1
77,14,52,1,9,
77,14,83,1,25,
77,14,97,1,37,
77,14,126,1,41,
77,14,172,1,13,
77,14,340,1,45,
77,14,394,1,49,
77,14,488,1,21,
77,14,517,1,33,
78,14,23,1,17,
78,14,31,1,40,
78,14,36,1,29,
78,14,39,1,1,5
78,14,39,1,4,
78,14,45,1,1,3
78,14,52,1,1,6
78,14,52,1,9,
78,14,83,1,25,
78,14,97,1,37,
78,14,98,1,1,4
78,14,126,1,41,
78,14,172,1,13,
78,14,224,1,1,2
78,14,340,1,45,
78,14,394,1,49,
78,14,398,1,1,1
78,14,488,1,21,
78,14,517,1,33,
79,14,29,1,23,
79,14,33,1,1,3
79,14,45,1,5,
79,14,50,1,19,
79,14,55,1,9,
79,14,93,1,14,
79,14,94,1,45,
79,14,133,1,41,
79,14,174,1,1,1
79,14,240,1,49,
79,14,244,1,54,
79,14,281,1,1,2
79,14,303,1,36,
79,14,352,1,28,
79,14,428,1,32,
79,14,505,1,58,
80,14,29,1,23,
80,14,33,1,1,3
80,14,45,1,1,4
80,14,45,1,5,
80,14,50,1,19,
80,14,55,1,9,
80,14,93,1,14,
80,14,94,1,49,
80,14,110,1,37,
80,14,133,1,43,
80,14,174,1,1,1
80,14,240,1,55,
80,14,244,1,62,
80,14,281,1,1,2
80,14,303,1,36,
80,14,352,1,28,
80,14,428,1,32,
80,14,505,1,68,
81,14,33,1,1,
81,14,48,1,4,
81,14,49,1,11,
81,14,84,1,7,
81,14,86,1,15,
81,14,103,1,39,
81,14,192,1,57,
81,14,199,1,46,
81,14,209,1,21,
81,14,319,1,29,
81,14,360,1,53,
81,14,393,1,49,
81,14,429,1,25,
81,14,430,1,35,
81,14,435,1,43,
81,14,443,1,18,
81,14,486,1,32,
82,14,33,1,1,2
82,14,48,1,1,3
82,14,48,1,4,
82,14,49,1,1,5
82,14,49,1,11,
82,14,84,1,1,4
82,14,84,1,7,
82,14,86,1,15,
82,14,103,1,45,
82,14,161,1,1,1
82,14,192,1,73,
82,14,199,1,56,
82,14,209,1,21,
82,14,319,1,29,
82,14,360,1,67,
82,14,393,1,62,
82,14,429,1,25,
82,14,430,1,39,
82,14,435,1,51,
82,14,443,1,18,
82,14,486,1,34,
83,14,14,1,25,
83,14,28,1,1,3
83,14,31,1,7,
83,14,43,1,1,4
83,14,64,1,1,2
83,14,97,1,31,
83,14,163,1,19,
83,14,206,1,45,
83,14,210,1,1,5
83,14,282,1,9,
83,14,314,1,21,
83,14,332,1,13,
83,14,364,1,43,
83,14,398,1,1,1
83,14,400,1,33,
83,14,403,1,49,
83,14,413,1,55,
83,14,512,1,37,
84,14,31,1,14,
84,14,37,1,50,
84,14,45,1,1,2
84,14,64,1,1,1
84,14,65,1,41,
84,14,97,1,37,
84,14,98,1,5,
84,14,99,1,10,
84,14,228,1,19,
84,14,253,1,23,
84,14,283,1,46,
84,14,367,1,28,
84,14,458,1,32,
85,14,31,1,14,
85,14,37,1,60,
85,14,45,1,1,3
85,14,64,1,1,2
85,14,65,1,47,
85,14,97,1,41,
85,14,98,1,1,4
85,14,98,1,5,
85,14,99,1,1,5
85,14,99,1,10,
85,14,161,1,34,
85,14,228,1,19,
85,14,253,1,23,
85,14,283,1,54,
85,14,365,1,1,1
85,14,367,1,28,
86,14,29,1,1,
86,14,36,1,37,
86,14,45,1,3,
86,14,58,1,47,
86,14,62,1,27,
86,14,156,1,21,
86,14,196,1,11,
86,14,219,1,51,
86,14,227,1,13,
86,14,258,1,53,
86,14,291,1,41,
86,14,346,1,7,
86,14,362,1,33,
86,14,392,1,23,
86,14,401,1,43,
86,14,420,1,17,
86,14,453,1,31,
87,14,29,1,1,1
87,14,36,1,39,
87,14,45,1,1,2
87,14,45,1,3,
87,14,58,1,55,
87,14,62,1,27,
87,14,156,1,21,
87,14,196,1,1,4
87,14,196,1,11,
87,14,219,1,61,
87,14,227,1,13,
87,14,258,1,65,
87,14,291,1,45,
87,14,324,1,1,3
87,14,324,1,7,
87,14,329,1,34,
87,14,362,1,33,
87,14,392,1,23,
87,14,401,1,49,
87,14,420,1,17,
87,14,453,1,31,
88,14,1,1,1,1
88,14,50,1,12,
88,14,103,1,32,
88,14,106,1,4,
88,14,107,1,18,
88,14,124,1,15,
88,14,139,1,1,2
88,14,151,1,40,
88,14,188,1,26,
88,14,189,1,7,
88,14,262,1,48,
88,14,374,1,29,
88,14,426,1,21,
88,14,441,1,43,
88,14,482,1,37,
89,14,1,1,1,1
89,14,50,1,12,
89,14,103,1,32,
89,14,106,1,1,3
89,14,106,1,4,
89,14,107,1,18,
89,14,124,1,15,
89,14,139,1,1,2
89,14,151,1,43,
89,14,188,1,26,
89,14,189,1,1,4
89,14,189,1,7,
89,14,262,1,57,
89,14,374,1,29,
89,14,426,1,21,
89,14,441,1,49,
89,14,482,1,37,
90,14,33,1,1,
90,14,43,1,20,
90,14,48,1,8,
90,14,56,1,61,
90,14,58,1,52,
90,14,62,1,37,
90,14,110,1,4,
90,14,128,1,25,
90,14,182,1,16,
